text,sentiment
I haven`t slept this good in such a long time... I feel great.,positive
Oops spent too much already lol 50 quid gone,negative
Cant wait to leave work,neutral
"Morning all  sun is shining, birds are singing - time for a cuppa T in the garden while reading tweets  http://twitpic.com/4ws9r",neutral
_127 glad you got a laugh out of it,positive
Tweet Later! Byee,neutral
 Lucky. Winter is coming for us,positive
DotA is an addiction...i waste 6-7 hours playing dota,negative
hanging out with the goddaughters,neutral
I am soo happy! Thank you baby for the best 1095 days of my life,positive
Yay for bank holidays,positive
_KittyKat hello new follower  haha!! how are ya?,positive
 morning! I`m in the garden getting air,neutral
 Unfortunately not,negative
Hmm..You can`t judge a book by looking at its cover,neutral
off to collect a tv I acquired from freecycle,neutral
"Hmm, no holga for me probably",neutral
So glad I`m finally done with finals!,positive
"i lost friends, when i didnt do anything",negative
 you`ve got the H1N1 tsk tsk tsk it`s a shame  haha feel better bro,positive
feels slightly better but **** i sure do miss him.....he`s going to be so hard to get over......  i messed it up ...donuts=comfort,neutral
"Man, looking through and packing up my books is looking at my past lives. Feeling kind of sentimental",positive
because my dad has the tv to loud. Then i get creeped out cuz im from a dodgy neighbourhood and there was someone in my bush.,neutral
" I bet its cool down in SR, huh? It`s not here. I haven`t stopped sweating since noon when dad and I were packing",negative
 Aren`t randoms what it`s about?!!!  I LOVE that it`s Star Wars day - I didn`t realise and I can`t believe it`s almost over!,neutral
morrrning. time for school. (: time to learn!,positive
 ok i got you! Knight!,neutral
 have you check oceanup?'miley cyrus justin gaston fight after lunch' you ok with justin?hmmm.im with you whatever happen,positive
"Time for the hittin` the hay  Later tweeps. Ala Billy Cunningham, You are all Great Americans!",positive
"Actually a great start to the day, hope it continues  getting my new american oversized bed in the evening!",positive
Off to school. Who knows what to expect? Bring on life and all of it`s suprises!,neutral
 Haha  i like you default picture.     Meow.,positive
"Soo tired, couldn`t get enough sleep",negative
Sonny you are a mystery man!  I`m into it thoughh.,neutral
Going to see star trek,neutral
i also realized this weekend how many people are only internet hot...ok catty comment out of the way for the week,neutral
College work sucks so much!,negative
" impressive fever!  best wishes to her, hope it`s nothing serious",neutral
GOING TO WATCH SUPERNATURAL shall return afterwards  ****,neutral
 Ooh can I have some? I`m hungry but I don`t wanna get outta bed,neutral
" thanks neemah. I`m gonna be soooo close to you and izzy, yet so far",positive
 understandable. yah i leave on monday! I`ll be gone when you`re in chi,positive
 I work at a movie theatre in Toledo and I`d let you come see it for free. But it`s not in 3D,neutral
 The race was Saturday night. Jimmie didn`t do so great. He`s still in 3rd place,negative
Good Morning everyone! Enjoy your day! Thinking of all my tweet friends,positive
 lol...but they aren`t here! I`ll tell them to do that Monday. lol,neutral
"_skies You got me singing Falling in Love now. Only, I`m changing the week day to Saturday. Doesn`t quite fit.",negative
"    WOW!  That is so awesome, Andre!   It will be great, I know!  Can`t wait.   And you dad`s aren`t so bad either!",positive
I`m so tired. I don`t get how I am. I sat on the lawn mower and didn`t push the whole **** thing.,negative
i hate getting put on steroids. my face,negative
 I am glad to hear that you are ok. Without you they would have to rename the show to  'Just Friends',positive
change of plans. won`t be seeing Up today.,neutral
Found which exit to take. Thanks .,positive
 I`m trying really hard not to hate you.,negative
" Oh ****, happy late birthday! (my txt didn`t send  )",neutral
is texting,neutral
 Whaat? That would seem to be a very powerful spell. Kind of tips the scale in their favor.,neutral
_NKOTB LOL you r not a loser u drove 8 hours in a day.. U need rest  of was it 2 days? I`m still tired lol,positive
 ouch acid reflux hurt too...,negative
 I wish the photos on your site were bigger,negative
" i was stupid and didnt get it, now i cant find it.  i think i have to do ebay but that scares me",negative
Thank you all once more for all your lovely birthday messages,positive
 Follow me honey,neutral
working on short story...totally loving one of my secondary characters,positive
michael scholfield is no more. He is dead. I am sorry,negative
instant-messaging with two of my favourite conversation guys,positive
_**** it was indeed  made my life!,positive
http://tinyurl.com/cyonct vote for Rob,neutral
 why am I weird?,negative
"I am going to work than, ill be home, and im going to look for my camera since it must be lost in my house. everyone have a wonderful day",positive
Making yet another attempt to attend church on a Sunday morning!  Looking forward to it y`all.,neutral
bought beer today,neutral
"RP : RP : RP : My crack...--Here`s mine. ?----  I just threw up in my mouth lil bit--It`s my legs, LOL.",neutral
Um... happy star wars day btw. Cheers to all you scruffy looking nerfherders and hot ami`s out there.,positive
"HALLELUJAH! I`ve finally finished my Careers assignment! The feeling of finishing a task is great, you have no idea. Or maybe you do. lol",positive
Cant stop playin` in my head  -- pussycat dolls jai ho ellen degeneres [HD] http://bit.ly/HxLfm,neutral
  o sweet i saw him last year with kenny & sugarland will be with kenny this year.. i have seen them b4... love them.. gknight,positive
" Ha, yea you are so not allowed days of rest, way too many interesting ideas to incorporate into tweetdeck",positive
 What happened? I`m afraid I missed a large part of the story,negative
great night,positive
headache  wanna see my Julie,negative
 good morning hun! i loved the movie what happens in vegas~ it is such a good movie,positive
 I was just thinking that,neutral
"  awwwwwww, our kitties are the BEST!",positive
_craig Tried to follow one of your #FF recommendations but 'have been blocked from following by request of the user',negative
lohang: is listening to music. really happy about !librefm #audacious combination  here`s my profile http://is.. http://tinyurl.com/r5o3zj,positive
Mikey I`m bored,negative
  Getting dizzy. Going to have to lower my original raise. Please don`t think any less of me.,negative
 aww,neutral
Happy Mother`s Day! Justin Timberlake`s version a mother`s day gift.. http://bit.ly/6fGxd  -- too funny!!!,positive
"Urghh, I`m gonna do my project now  don`t wanna waste valuable weekend time",positive
"Beers & whiskey = awesomness, work in 8 hours = sourness",neutral
Complicated with a dream,negative
"_xox  Oh god, everyone`s dying.  But it`s mainly justin depressing me",negative
I`ve had a sore throat since monday morning ...I`m just sick of it hurtin and I want some freakin sleep!,negative
is getting ready to go over to the apartment,neutral
watching 3rd JONAS ep.,neutral
  don`t remind me.. Was supposed 2 meet up with the Homie  2 4 that show..  Ack! So kill it please..do the **** thang!,neutral
 I don`t know what to say except *hugs*,neutral
_hunter Ah now Comedy Central have Frasier all morning till twelve. So I guess there goes my morning,neutral
Strawberry margaritas + baked stuffed shrimp =,neutral
"If anyone needs help with images, let me know and i will convo you the forum`s link",positive
"Back @ work, migraine lingering   Can`t wait for the weekend!",negative
Headed back to Pulaski,neutral
"Goodnight twitterworld. I`ll tweet y`all later.  Goodnight, J.",positive
"want my new lappytop now, but the site says it won`t be here till 6/9",neutral
 i felt so sorry for her. some people are being really harsh about her cos she was given a 2nd chance,negative
ughhh my leg is still cramping from my panic attack outside ULU this morning   bloody hurts!!,negative
oh how i love texting my drunk friends  hahahaha,positive
  Nice start to the holiday!,positive
 so where r u spinning now that the Hookah is R.I.P.?,negative
"Legend of Inotia ??????? ??????. ?????? ???????. ???? ??????? 31? ?????, ????? ?????? ???. ????????? ???? ?????? ????? ??????? ??????????",neutral
I want some Starbucks..,neutral
I used to have a remote for my tv.,neutral
ready for the weekend and sad that I have to be at the office again tomorrow morning,negative
SICK again,negative
huh? its 1 am already? shucks,negative
 Oh no!!  Hope you get better for your show in Argentina! Good luck!,positive
"morrrning! the last day of a random but awesome weekend, gonna round it off in dbar style!  good timezzz.",positive
" WOMAN, I didn`t know you came home  you so suck!!! When are you going back!",negative
rsvp-ed qiuqiu`s wedding invitation,neutral
is on the road now! with 7 hours ahead and a beautiful girl behind,positive
http://twitpic.com/67iab - Rounding bases - she was fast during relays. Not so fast during the game,neutral
 awwwwww i wish her to be safe while shes gone n hugs to u must of been hard to say goodbye,negative
is up. moooooorning!  http://plurk.com/p/su3dg,neutral
Men it`s far too sunny,negative
" Girl, you`re crazy... I LOVE! you.  Hahaha, and I GOT! yo` Lp Chap.",positive
http://twitpic.com/4wr8k - Ashley Tisdale - Love the shades girl,neutral
this darn cold just keeps getting worse  i bought some hayfever pills just to try out maybe i`ve had that all along,negative
Bumping Air Supply`s Greastest Hits,positive
lol  Check this video out -- New Minute Maid Commercial http://tinyurl.com/cplt7p,neutral
Ugh.. Fricken Internet is down. Can do like 0 work without it. I want back in college just for the connection,negative
 it is ****...u have dissappointed me that past few days,negative
 haha  cute. ps thanks for the reply made my day haha,positive
